"index","order_number","date","warehouse","client_type","product_line","quantity","unit_price","total","payment","payment_fee"
"772","C433","2021-08-17T00:00:00.000","Central","Retail","Braking system","8","12.57","100.56","Credit card","0.03"
"773","C434","2021-08-17T00:00:00.000","Central","Wholesale","Suspension & traction","32","39.76","1272.27","Transfer","0.01"
"774","C435","2021-08-17T00:00:00.000","Central","Retail","Electrical system","1","24.37","24.37","Credit card","0.03"
"775","C436","2021-08-17T00:00:00.000","Central","Wholesale","Suspension & traction","16","31.47","503.49","Transfer","0.01"
"776","C437","2021-08-17T00:00:00.000","Central","Retail","Electrical system","7","21.72","152.07","Credit card","0.03"
"777","C438","2021-08-17T00:00:00.000","Central","Retail","Electrical system","2","21.1","42.2","Cash","0"
"778","C439","2021-08-18T00:00:00.000","Central","Retail","Frame & body","8","45.99","367.89","Credit card","0.03"
"779","C440","2021-08-18T00:00:00.000","Central","Retail","Braking system","2","24.88","49.75","Credit card","0.03"
"780","C441","2021-08-18T00:00:00.000","Central","Retail","Braking system","3","11.81","35.44","Credit card","0.03"
"781","C442","2021-08-18T00:00:00.000","Central","Retail","Suspension & traction","5","40.39","201.97","Credit card","0.03"
"782","C443","2021-08-18T00:00:00.000","Central","Retail","Miscellaneous","3","26.65","79.96","Credit card","0.03"
"783","C444","2021-08-18T00:00:00.000","Central","Retail","Braking system","1","13.94","13.94","Credit card","0.03"
"784","C445","2021-08-19T00:00:00.000","Central","Wholesale","Frame & body","16","41.58","665.31","Transfer","0.01"
"785","C446","2021-08-20T00:00:00.000","Central","Retail","Braking system","4","11.31","45.25","Cash","0"
"786","C447","2021-08-20T00:00:00.000","Central","Wholesale","Frame & body","32","48.07","1538.29","Transfer","0.01"
"787","C448","2021-08-20T00:00:00.000","Central","Retail","Frame & body","6","39.5","237.02","Credit card","0.03"
"788","C449","2021-08-21T00:00:00.000","Central","Retail","Braking system","4","23.59","94.36","Credit card","0.03"
"789","C450","2021-08-21T00:00:00.000","Central","Retail","Engine","8","59.15","473.23","Cash","0"
"790","C451","2021-08-22T00:00:00.000","Central","Wholesale","Frame & body","20","35.78","715.67","Transfer","0.01"
"791","C452","2021-08-22T00:00:00.000","Central","Retail","Braking system","6","18.12","108.75","Credit card","0.03"
"792","C453","2021-08-22T00:00:00.000","Central","Retail","Electrical system","10","27.49","274.92","Credit card","0.03"
"793","C454","2021-08-22T00:00:00.000","Central","Retail","Frame & body","5","37.46","187.31","Credit card","0.03"
"794","C455","2021-08-22T00:00:00.000","Central","Retail","Braking system","9","14","125.97","Cash","0"
"795","C456","2021-08-22T00:00:00.000","Central","Retail","Suspension & traction","6","41.65","249.92","Cash","0"
"796","C457","2021-08-22T00:00:00.000","Central","Wholesale","Suspension & traction","16","38.06","609.01","Transfer","0.01"
"797","C458","2021-08-22T00:00:00.000","Central","Retail","Electrical system","5","30.48","152.4","Credit card","0.03"
"798","C459","2021-08-23T00:00:00.000","Central","Retail","Frame & body","2","48.88","97.77","Credit card","0.03"
"799","C460","2021-08-23T00:00:00.000","Central","Retail","Braking system","5","21.09","105.43","Credit card","0.03"
"800","C461","2021-08-23T00:00:00.000","Central","Retail","Electrical system","4","25.48","101.93","Credit card","0.03"
"801","C462","2021-08-24T00:00:00.000","Central","Wholesale","Frame & body","4","39.85","159.41","Transfer","0.01"
"802","C463","2021-08-24T00:00:00.000","Central","Retail","Electrical system","2","23.95","47.9","Cash","0"
"803","C464","2021-08-24T00:00:00.000","Central","Wholesale","Suspension & traction","36","27.05","973.74","Transfer","0.01"
"804","C465","2021-08-24T00:00:00.000","Central","Retail","Electrical system","3","24.28","72.86","Cash","0"
"805","C466","2021-08-25T00:00:00.000","Central","Retail","Frame & body","6","48.9","293.39","Credit card","0.03"
"806","C467","2021-08-25T00:00:00.000","Central","Retail","Miscellaneous","3","18.72","56.16","Credit card","0.03"
"807","C468","2021-08-25T00:00:00.000","Central","Wholesale","Electrical system","8","25.95","207.56","Transfer","0.01"
"808","C469","2021-08-25T00:00:00.000","Central","Wholesale","Braking system","12","13.19","158.3","Transfer","0.01"
"809","C470","2021-08-26T00:00:00.000","Central","Retail","Braking system","3","13.4","40.18","Credit card","0.03"
"810","C471","2021-08-26T00:00:00.000","Central","Retail","Electrical system","3","24.61","73.82","Credit card","0.03"
"811","C472","2021-08-26T00:00:00.000","Central","Retail","Miscellaneous","3","19.77","59.3","Credit card","0.03"
"812","C473","2021-08-27T00:00:00.000","Central","Wholesale","Engine","20","60.22","1204.3","Transfer","0.01"
"813","C474","2021-08-27T00:00:00.000","Central","Retail","Electrical system","7","28.63","200.4","Cash","0"
"814","C475","2021-08-27T00:00:00.000","Central","Retail","Electrical system","10","30.39","303.9","Cash","0"
"815","C476","2021-08-27T00:00:00.000","Central","Retail","Engine","5","59.14","295.72","Credit card","0.03"
"816","C477","2021-08-27T00:00:00.000","Central","Retail","Engine","10","64.64","646.45","Credit card","0.03"
"817","C478","2021-08-28T00:00:00.000","Central","Wholesale","Miscellaneous","8","28.9","231.2","Transfer","0.01"
"818","C479","2021-08-28T00:00:00.000","Central","Wholesale","Electrical system","32","28.76","920.37","Transfer","0.01"
"819","C480","2021-08-28T00:00:00.000","Central","Retail","Electrical system","9","32.87","295.83","Credit card","0.03"
"820","W1","2021-06-01T00:00:00.000","West","Retail","Electrical system","2","27.2","54.41","Credit card","0.03"
"821","W2","2021-06-01T00:00:00.000","West","Wholesale","Frame & body","40","39.5","1579.87","Transfer","0.01"
"822","W3","2021-06-02T00:00:00.000","West","Retail","Braking system","2","24.97","49.94","Credit card","0.03"
"823","W4","2021-06-02T00:00:00.000","West","Retail","Frame & body","8","38.61","308.89","Credit card","0.03"
"824","W5","2021-06-03T00:00:00.000","West","Retail","Electrical system","2","20.19","40.37","Credit card","0.03"
"825","W6","2021-06-04T00:00:00.000","West","Retail","Electrical system","9","27.78","249.98","Credit card","0.03"
"826","W7","2021-06-05T00:00:00.000","West","Retail","Braking system","6","12.9","77.38","Cash","0"
"827","W8","2021-06-05T00:00:00.000","West","Retail","Engine","7","63.15","442.04","Credit card","0.03"
"828","W9","2021-06-06T00:00:00.000","West","Retail","Miscellaneous","10","28.25","282.47","Credit card","0.03"
"829","W10","2021-06-07T00:00:00.000","West","Retail","Miscellaneous","3","17.87","53.61","Cash","0"
"830","W11","2021-06-08T00:00:00.000","West","Retail","Braking system","1","10.46","10.46","Credit card","0.03"
"831","W12","2021-06-08T00:00:00.000","West","Retail","Braking system","9","13.62","122.6","Credit card","0.03"
"832","W13","2021-06-08T00:00:00.000","West","Retail","Suspension & traction","4","32.56","130.25","Credit card","0.03"
"833","W14","2021-06-08T00:00:00.000","West","Wholesale","Suspension & traction","12","34.26","411.14","Transfer","0.01"
"834","W15","2021-06-08T00:00:00.000","West","Wholesale","Miscellaneous","12","17.39","208.62","Transfer","0.01"
"835","W16","2021-06-08T00:00:00.000","West","Wholesale","Braking system","36","20.48","737.28","Transfer","0.01"
"836","W17","2021-06-08T00:00:00.000","West","Wholesale","Braking system","28","16.98","475.49","Transfer","0.01"
"837","W18","2021-06-09T00:00:00.000","West","Retail","Frame & body","10","49.24","492.4","Credit card","0.03"
"838","W19","2021-06-09T00:00:00.000","West","Retail","Electrical system","7","32.73","229.1","Cash","0"
"839","W20","2021-06-10T00:00:00.000","West","Wholesale","Miscellaneous","36","21.75","782.94","Transfer","0.01"
"840","W21","2021-06-10T00:00:00.000","West","Retail","Frame & body","7","47.19","330.33","Credit card","0.03"
"841","W22","2021-06-11T00:00:00.000","West","Retail","Frame & body","2","47.86","95.72","Credit card","0.03"
"842","W23","2021-06-12T00:00:00.000","West","Wholesale","Frame & body","28","42.85","1199.89","Transfer","0.01"
"843","W24","2021-06-13T00:00:00.000","West","Retail","Miscellaneous","4","16.84","67.36","Credit card","0.03"
"844","W25","2021-06-14T00:00:00.000","West","Retail","Miscellaneous","4","18.63","74.51","Credit card","0.03"
"845","W26","2021-06-14T00:00:00.000","West","Retail","Suspension & traction","9","32.47","292.26","Credit card","0.03"
"846","W27","2021-06-15T00:00:00.000","West","Retail","Miscellaneous","5","16.24","81.2","Credit card","0.03"
"847","W28","2021-06-15T00:00:00.000","West","Retail","Suspension & traction","10","34.31","343.12","Credit card","0.03"
"848","W29","2021-06-18T00:00:00.000","West","Retail","Electrical system","1","23.24","23.24","Credit card","0.03"
"849","W30","2021-06-19T00:00:00.000","West","Retail","Frame & body","1","46.82","46.82","Credit card","0.03"
"850","W31","2021-06-19T00:00:00.000","West","Retail","Suspension & traction","4","34.35","137.42","Credit card","0.03"
"851","W32","2021-06-19T00:00:00.000","West","Retail","Miscellaneous","8","20.53","164.24","Credit card","0.03"
"852","W33","2021-06-19T00:00:00.000","West","Retail","Braking system","4","18.26","73.06","Credit card","0.03"
"853","W34","2021-06-19T00:00:00.000","West","Wholesale","Suspension & traction","4","39.77","159.07","Transfer","0.01"
"854","W35","2021-06-20T00:00:00.000","West","Retail","Electrical system","7","27.35","191.43","Credit card","0.03"
"855","W36","2021-06-20T00:00:00.000","West","Retail","Braking system","8","10.94","87.49","Credit card","0.03"
"856","W37","2021-06-20T00:00:00.000","West","Wholesale","Suspension & traction","32","39.88","1276","Transfer","0.01"
"857","W38","2021-06-21T00:00:00.000","West","Retail","Engine","6","66.53","399.19","Cash","0"
"858","W39","2021-06-21T00:00:00.000","West","Wholesale","Miscellaneous","4","24.83","99.32","Transfer","0.01"
"859","W40","2021-06-23T00:00:00.000","West","Retail","Electrical system","7","33.33","233.29","Credit card","0.03"
"860","W41","2021-06-23T00:00:00.000","West","Retail","Electrical system","3","30.68","92.02","Credit card","0.03"
"861","W42","2021-06-23T00:00:00.000","West","Wholesale","Suspension & traction","16","32.9","526.35","Transfer","0.01"
"862","W43","2021-06-23T00:00:00.000","West","Retail","Frame & body","10","48.3","483","Cash","0"
"863","W44","2021-06-23T00:00:00.000","West","Retail","Braking system","8","11.54","92.33","Credit card","0.03"
"864","W45","2021-06-24T00:00:00.000","West","Retail","Suspension & traction","3","39.29","117.86","Cash","0"
"865","W46","2021-06-24T00:00:00.000","West","Retail","Suspension & traction","1","35.15","35.15","Cash","0"
"866","W47","2021-06-25T00:00:00.000","West","Retail","Braking system","1","10.9","10.9","Credit card","0.03"
"867","W48","2021-06-25T00:00:00.000","West","Retail","Braking system","3","22.48","67.44","Credit card","0.03"
"868","W49","2021-06-25T00:00:00.000","West","Retail","Frame & body","9","45.03","405.28","Cash","0"
"869","W50","2021-06-25T00:00:00.000","West","Retail","Engine","8","55.72","445.75","Credit card","0.03"
"870","W51","2021-06-26T00:00:00.000","West","Retail","Braking system","1","19.16","19.16","Credit card","0.03"
"871","W52","2021-06-26T00:00:00.000","West","Retail","Braking system","5","14.48","72.38","Credit card","0.03"
"872","W53","2021-06-26T00:00:00.000","West","Retail","Frame & body","10","40.81","408.1","Cash","0"
"873","W54","2021-06-27T00:00:00.000","West","Retail","Miscellaneous","6","28.37","170.24","Credit card","0.03"
"874","W55","2021-06-27T00:00:00.000","West","Retail","Suspension & traction","7","29.04","203.28","Credit card","0.03"
"875","W56","2021-06-27T00:00:00.000","West","Retail","Suspension & traction","2","36.57","73.13","Credit card","0.03"
"876","W57","2021-06-28T00:00:00.000","West","Retail","Electrical system","6","19.79","118.77","Credit card","0.03"
"877","W58","2021-06-28T00:00:00.000","West","Retail","Frame & body","8","46.83","374.63","Credit card","0.03"
"878","W59","2021-06-29T00:00:00.000","West","Retail","Braking system","6","15.35","92.08","Credit card","0.03"
"879","W60","2021-06-29T00:00:00.000","West","Retail","Electrical system","10","26.46","264.6","Credit card","0.03"
"880","W61","2021-06-29T00:00:00.000","West","Retail","Frame & body","6","36.52","219.15","Credit card","0.03"
"881","W62","2021-06-30T00:00:00.000","West","Retail","Frame & body","1","37.06","37.06","Credit card","0.03"
"882","W63","2021-06-30T00:00:00.000","West","Wholesale","Miscellaneous","40","29.75","1190.13","Transfer","0.01"
"883","W64","2021-06-30T00:00:00.000","West","Retail","Miscellaneous","5","29.5","147.52","Credit card","0.03"
"884","W65","2021-06-30T00:00:00.000","West","Retail","Frame & body","2","46.07","92.13","Cash","0"
"885","W66","2021-07-01T00:00:00.000","West","Wholesale","Suspension & traction","16","31.18","498.83","Transfer","0.01"
"886","W67","2021-07-01T00:00:00.000","West","Wholesale","Braking system","32","24.78","793.07","Transfer","0.01"
"887","W68","2021-07-01T00:00:00.000","West","Retail","Frame & body","9","37.29","335.62","Credit card","0.03"
"888","W69","2021-07-02T00:00:00.000","West","Wholesale","Suspension & traction","36","38.47","1384.74","Transfer","0.01"
"889","W70","2021-07-02T00:00:00.000","West","Retail","Braking system","6","22.91","137.48","Credit card","0.03"
"890","W71","2021-07-03T00:00:00.000","West","Retail","Miscellaneous","8","24.33","194.63","Credit card","0.03"
"891","W72","2021-07-03T00:00:00.000","West","Retail","Electrical system","6","22.58","135.49","Credit card","0.03"
"892","W73","2021-07-03T00:00:00.000","West","Retail","Miscellaneous","1","19.74","19.74","Credit card","0.03"
"893","W74","2021-07-03T00:00:00.000","West","Retail","Braking system","4","24.24","96.95","Cash","0"
"894","W75","2021-07-04T00:00:00.000","West","Retail","Frame & body","10","41.56","415.55","Credit card","0.03"
"895","W76","2021-07-04T00:00:00.000","West","Retail","Frame & body","4","45.66","182.63","Cash","0"
"896","W77","2021-07-05T00:00:00.000","West","Retail","Electrical system","9","18.97","170.77","Credit card","0.03"
"897","W78","2021-07-05T00:00:00.000","West","Wholesale","Suspension & traction","4","27.33","109.32","Transfer","0.01"
"898","W79","2021-07-06T00:00:00.000","West","Retail","Electrical system","10","28.1","281","Credit card","0.03"
"899","W80","2021-07-06T00:00:00.000","West","Retail","Engine","3","66.37","199.1","Credit card","0.03"
"900","W81","2021-07-07T00:00:00.000","West","Retail","Miscellaneous","1","22.07","22.07","Credit card","0.03"
"901","W82","2021-07-07T00:00:00.000","West","Retail","Electrical system","1","31.62","31.62","Credit card","0.03"
"902","W83","2021-07-08T00:00:00.000","West","Retail","Electrical system","8","23.48","187.81","Credit card","0.03"
"903","W84","2021-07-09T00:00:00.000","West","Retail","Frame & body","5","44.16","220.81","Credit card","0.03"
"904","W85","2021-07-09T00:00:00.000","West","Wholesale","Braking system","40","24.53","981.4","Transfer","0.01"
"905","W86","2021-07-10T00:00:00.000","West","Retail","Engine","10","64.1","641.02","Credit card","0.03"
"906","W87","2021-07-10T00:00:00.000","West","Retail","Suspension & traction","6","27.08","162.45","Credit card","0.03"
"907","W88","2021-07-10T00:00:00.000","West","Retail","Braking system","7","19.04","133.3","Credit card","0.03"
"908","W89","2021-07-11T00:00:00.000","West","Wholesale","Braking system","28","20.56","575.77","Transfer","0.01"
"909","W90","2021-07-11T00:00:00.000","West","Retail","Electrical system","2","22.24","44.49","Credit card","0.03"
"910","W91","2021-07-12T00:00:00.000","West","Wholesale","Suspension & traction","20","39.45","788.97","Transfer","0.01"
"911","W92","2021-07-12T00:00:00.000","West","Retail","Braking system","10","18.69","186.87","Cash","0"
"912","W93","2021-07-12T00:00:00.000","West","Retail","Braking system","10","23.2","232","Credit card","0.03"
"913","W94","2021-07-13T00:00:00.000","West","Wholesale","Braking system","4","17.06","68.23","Transfer","0.01"
"914","W95","2021-07-14T00:00:00.000","West","Wholesale","Braking system","8","23.83","190.64","Transfer","0.01"
"915","W96","2021-07-15T00:00:00.000","West","Wholesale","Miscellaneous","8","29.9","239.16","Transfer","0.01"
"916","W97","2021-07-15T00:00:00.000","West","Retail","Engine","2","59.72","119.44","Credit card","0.03"
"917","W98","2021-07-16T00:00:00.000","West","Retail","Electrical system","8","22.27","178.19","Credit card","0.03"
"918","W99","2021-07-16T00:00:00.000","West","Wholesale","Braking system","12","21.75","260.96","Transfer","0.01"
"919","W100","2021-07-16T00:00:00.000","West","Retail","Suspension & traction","1","41.47","41.47","Credit card","0.03"
"920","W101","2021-07-16T00:00:00.000","West","Retail","Electrical system","10","22.13","221.33","Credit card","0.03"
"921","W102","2021-07-16T00:00:00.000","West","Wholesale","Electrical system","16","28.09","449.47","Transfer","0.01"
"922","W103","2021-07-16T00:00:00.000","West","Retail","Frame & body","3","37.46","112.37","Credit card","0.03"
"923","W104","2021-07-17T00:00:00.000","West","Retail","Braking system","7","24.63","172.42","Credit card","0.03"
"924","W105","2021-07-17T00:00:00.000","West","Retail","Electrical system","6","24.62","147.71","Cash","0"
"925","W106","2021-07-18T00:00:00.000","West","Wholesale","Miscellaneous","20","25.23","504.63","Transfer","0.01"
"926","W107","2021-07-18T00:00:00.000","West","Retail","Frame & body","7","44.66","312.65","Cash","0"
"927","W108","2021-07-19T00:00:00.000","West","Retail","Braking system","3","23.37","70.11","Cash","0"
"928","W109","2021-07-20T00:00:00.000","West","Retail","Engine","8","53.63","429.07","Credit card","0.03"
"929","W110","2021-07-21T00:00:00.000","West","Wholesale","Suspension & traction","4","39.38","157.51","Transfer","0.01"
"930","W111","2021-07-22T00:00:00.000","West","Retail","Braking system","1","10.42","10.42","Credit card","0.03"
"931","W112","2021-07-22T00:00:00.000","West","Retail","Engine","5","63.94","319.72","Credit card","0.03"
"932","W113","2021-07-22T00:00:00.000","West","Retail","Frame & body","2","49.8","99.6","Credit card","0.03"
"933","W114","2021-07-23T00:00:00.000","West","Retail","Frame & body","7","49.25","344.74","Credit card","0.03"
"934","W115","2021-07-24T00:00:00.000","West","Retail","Miscellaneous","4","26.73","106.91","Cash","0"
"935","W116","2021-07-24T00:00:00.000","West","Retail","Miscellaneous","1","19.32","19.32","Credit card","0.03"
"936","W117","2021-07-24T00:00:00.000","West","Retail","Frame & body","7","43.06","301.46","Credit card","0.03"
"937","W118","2021-07-25T00:00:00.000","West","Retail","Electrical system","5","18.36","91.8","Cash","0"
"938","W119","2021-07-26T00:00:00.000","West","Retail","Electrical system","5","31.01","155.03","Credit card","0.03"
"939","W120","2021-07-27T00:00:00.000","West","Retail","Braking system","9","12.16","109.4","Credit card","0.03"
"940","W121","2021-07-28T00:00:00.000","West","Retail","Suspension & traction","1","41.62","41.62","Credit card","0.03"
"941","W122","2021-07-28T00:00:00.000","West","Retail","Miscellaneous","8","29.08","232.63","Cash","0"
"942","W123","2021-07-28T00:00:00.000","West","Retail","Engine","7","64.31","450.18","Credit card","0.03"
"943","W124","2021-07-29T00:00:00.000","West","Wholesale","Braking system","8","23.87","190.93","Transfer","0.01"
"944","W125","2021-07-30T00:00:00.000","West","Wholesale","Miscellaneous","16","25.82","413.04","Transfer","0.01"
"945","W126","2021-07-31T00:00:00.000","West","Retail","Frame & body","7","45.66","319.64","Credit card","0.03"
"946","W127","2021-07-31T00:00:00.000","West","Retail","Frame & body","2","35.73","71.46","Credit card","0.03"
"947","W128","2021-07-31T00:00:00.000","West","Retail","Braking system","3","12.84","38.51","Credit card","0.03"
"948","W129","2021-08-01T00:00:00.000","West","Wholesale","Electrical system","32","21.7","694.4","Transfer","0.01"
"949","W130","2021-08-01T00:00:00.000","West","Retail","Electrical system","5","25.32","126.6","Credit card","0.03"
"950","W131","2021-08-01T00:00:00.000","West","Retail","Suspension & traction","8","28.48","227.8","Credit card","0.03"
"951","W132","2021-08-01T00:00:00.000","West","Retail","Suspension & traction","8","32.34","258.68","Cash","0"
"952","W133","2021-08-01T00:00:00.000","West","Retail","Electrical system","6","24.42","146.53","Cash","0"
"953","W134","2021-08-03T00:00:00.000","West","Wholesale","Suspension & traction","40","27.02","1080.8","Transfer","0.01"
"954","W135","2021-08-03T00:00:00.000","West","Retail","Frame & body","7","47.18","330.24","Credit card","0.03"
"955","W136","2021-08-04T00:00:00.000","West","Retail","Suspension & traction","1","31.17","31.17","Credit card","0.03"
"956","W137","2021-08-06T00:00:00.000","West","Retail","Electrical system","6","24.38","146.26","Credit card","0.03"
"957","W138","2021-08-06T00:00:00.000","West","Retail","Electrical system","5","19.21","96.07","Credit card","0.03"
"958","W139","2021-08-07T00:00:00.000","West","Wholesale","Braking system","36","24.83","893.82","Transfer","0.01"
"959","W140","2021-08-07T00:00:00.000","West","Retail","Suspension & traction","6","37.65","225.91","Credit card","0.03"
"960","W141","2021-08-07T00:00:00.000","West","Wholesale","Frame & body","20","41.48","829.7","Transfer","0.01"
"961","W142","2021-08-08T00:00:00.000","West","Retail","Braking system","3","15.96","47.87","Credit card","0.03"
"962","W143","2021-08-09T00:00:00.000","West","Retail","Electrical system","7","21.61","151.28","Credit card","0.03"
"963","W144","2021-08-10T00:00:00.000","West","Wholesale","Braking system","16","24.04","384.69","Transfer","0.01"
"964","W145","2021-08-10T00:00:00.000","West","Retail","Miscellaneous","7","22.51","157.55","Credit card","0.03"
"965","W146","2021-08-10T00:00:00.000","West","Retail","Electrical system","6","21.77","130.61","Credit card","0.03"
"966","W147","2021-08-11T00:00:00.000","West","Retail","Braking system","8","10.36","82.92","Credit card","0.03"
"967","W148","2021-08-11T00:00:00.000","West","Retail","Braking system","1","17.75","17.75","Credit card","0.03"
"968","W149","2021-08-12T00:00:00.000","West","Retail","Suspension & traction","7","29.64","207.49","Credit card","0.03"
"969","W150","2021-08-12T00:00:00.000","West","Retail","Electrical system","5","31.32","156.59","Credit card","0.03"
"970","W151","2021-08-12T00:00:00.000","West","Retail","Braking system","10","21.26","212.6","Credit card","0.03"
"971","W152","2021-08-14T00:00:00.000","West","Retail","Braking system","4","24.54","98.17","Credit card","0.03"
"972","W153","2021-08-14T00:00:00.000","West","Wholesale","Electrical system","8","19.23","153.83","Transfer","0.01"
"973","W154","2021-08-15T00:00:00.000","West","Retail","Miscellaneous","1","17.1","17.1","Credit card","0.03"
"974","W155","2021-08-16T00:00:00.000","West","Retail","Suspension & traction","10","29.76","297.55","Credit card","0.03"
"975","W156","2021-08-16T00:00:00.000","West","Wholesale","Braking system","4","23.66","94.65","Transfer","0.01"
"976","W157","2021-08-17T00:00:00.000","West","Retail","Braking system","10","22.1","221.05","Credit card","0.03"
"977","W158","2021-08-17T00:00:00.000","West","Retail","Frame & body","9","49.87","448.86","Credit card","0.03"
"978","W159","2021-08-17T00:00:00.000","West","Retail","Electrical system","4","27.69","110.76","Credit card","0.03"
"979","W160","2021-08-17T00:00:00.000","West","Retail","Suspension & traction","4","37.59","150.35","Credit card","0.03"
"980","W161","2021-08-18T00:00:00.000","West","Retail","Suspension & traction","6","38.86","233.17","Credit card","0.03"
"981","W162","2021-08-18T00:00:00.000","West","Retail","Frame & body","5","37.54","187.71","Credit card","0.03"
"982","W163","2021-08-18T00:00:00.000","West","Wholesale","Braking system","40","20.16","806.6","Transfer","0.01"
"983","W164","2021-08-19T00:00:00.000","West","Retail","Braking system","6","17.88","107.29","Credit card","0.03"
"984","W165","2021-08-21T00:00:00.000","West","Retail","Suspension & traction","7","38.53","269.73","Credit card","0.03"
"985","W166","2021-08-21T00:00:00.000","West","Retail","Braking system","7","19.57","136.96","Cash","0"
"986","W167","2021-08-21T00:00:00.000","West","Retail","Suspension & traction","7","34.27","239.88","Credit card","0.03"
"987","W168","2021-08-22T00:00:00.000","West","Retail","Suspension & traction","1","37.48","37.48","Credit card","0.03"
"988","W169","2021-08-23T00:00:00.000","West","Retail","Electrical system","7","30.9","216.29","Credit card","0.03"
"989","W170","2021-08-23T00:00:00.000","West","Retail","Miscellaneous","6","19.9","119.43","Credit card","0.03"
"990","W171","2021-08-24T00:00:00.000","West","Retail","Suspension & traction","2","39.04","78.08","Cash","0"
"991","W172","2021-08-24T00:00:00.000","West","Retail","Miscellaneous","9","16.05","144.46","Credit card","0.03"
"992","W173","2021-08-24T00:00:00.000","West","Retail","Braking system","1","16.45","16.45","Credit card","0.03"
"993","W174","2021-08-25T00:00:00.000","West","Retail","Braking system","9","24.97","224.73","Credit card","0.03"
"994","W175","2021-08-26T00:00:00.000","West","Retail","Braking system","4","16.63","66.53","Cash","0"
"995","W176","2021-08-27T00:00:00.000","West","Retail","Electrical system","4","21.47","85.89","Credit card","0.03"
"996","W177","2021-08-28T00:00:00.000","West","Wholesale","Miscellaneous","32","25.42","813.44","Transfer","0.01"
"997","W178","2021-08-28T00:00:00.000","West","Retail","Electrical system","6","28.37","170.21","Credit card","0.03"
"998","W179","2021-08-28T00:00:00.000","West","Wholesale","Braking system","32","10.03","320.96","Transfer","0.01"
"999","W180","2021-08-28T00:00:00.000","West","Wholesale","Electrical system","12","32.8","393.64","Transfer","0.01"
